x,y,z
1.92,-5.46,-2.61
1.79,-5.64,-2.55
1.85,-5.47,-2.6
1.92,-5.53,-2.55
1.83,-5.62,-2.84
1.91,-5.55,-2.79
1.89,-5.61,-2.64
1.94,-5.61,-2.55
1.77,-5.66,-2.8
1.85,-5.66,-2.64
1.73,-5.61,-2.7
1.83,-5.55,-2.58
1.73,-5.57,-2.72
1.85,-5.59,-2.6
1.75,-5.62,-2.64
1.92,-5.64,-2.6
1.81,-5.66,-2.67
1.81,-5.64,-2.57
1.77,-5.66,-2.48
1.71,-5.62,-2.69
1.87,-5.44,-2.48
1.79,-5.64,-2.79
1.89,-5.53,-2.76
1.87,-5.59,-2.79
1.77,-5.59,-2.8
1.73,-5.66,-2.5
1.7,-5.72,-2.63
1.81,-5.68,-2.61
1.83,-5.64,-2.68
1.83,-5.68,-2.75
1.77,-5.66,-2.64
1.81,-5.46,-2.6
1.71,-5.47,-2.82
1.81,-5.46,-2.94
1.79,-5.42,-3.23
1.75,-5.31,-3.15
1.56,-5.27,-3.04
1.54,-5.21,-3.22
1.49,-5.4,-3.16
1.37,-5.25,-3.04
1.41,-5.23,-3.11
1.26,-5.21,-3.16
1.16,-5.1,-3.51
0.86,-4.91,-3.59
0.87,-4.8,-3.57
0.84,-4.78,-3.86
0.53,-4.67,-3.93
0.3,-4.58,-3.98
0.07,-4.47,-4.14
0.01,-4.35,-4.01
-0.27,-4.2,-4.14
-0.52,-4.04,-4.23
-0.6,-4.09,-4.27
-0.84,-3.98,-4.2
-1.04,-3.96,-4.17
-1.34,-3.9,-4.11
-1.38,-4.0,-3.84
-1.59,-3.98,-3.72
-1.76,-3.89,-3.86
-1.89,-3.66,-3.73
-1.95,-3.81,-3.52
-2.26,-3.79,-3.52
-2.51,-3.81,-3.41
-2.39,-3.83,-3.47
-2.52,-3.83,-3.18
-2.6,-3.72,-3.07
-2.66,-3.76,-3.18
-2.64,-3.76,-3.06
-2.75,-3.87,-3.04
-2.73,-3.79,-2.75
-2.85,-3.87,-2.67
-2.87,-3.81,-2.51
-2.93,-3.92,-2.67
-2.79,-3.89,-2.76
-2.81,-3.85,-2.5
-2.58,-3.92,-2.7
-2.75,-3.92,-2.77
-2.62,-4.02,-2.83
-2.43,-3.94,-2.85
-2.33,-4.0,-2.96
-2.2,-4.0,-2.84
-2.16,-3.92,-2.93
-2.16,-3.83,-3.23
-2.12,-4.0,-3.02
-1.91,-4.0,-3.15
-2.1,-3.9,-3.13
-1.86,-3.87,-3.21
-2.07,-3.72,-3.2
-1.93,-3.57,-3.36
-1.97,-3.61,-3.24
-2.09,-3.68,-3.53
-1.89,-3.61,-3.42
-2.14,-3.53,-3.74
-1.99,-3.42,-3.74
-2.03,-3.25,-3.6
-2.14,-3.19,-3.61
-1.99,-3.23,-3.81
-1.99,-3.23,-3.83
-1.97,-3.19,-3.46
-2.03,-3.16,-3.82
-1.88,-3.25,-3.61
-1.76,-3.27,-3.76
-1.99,-3.4,-3.73
-1.86,-3.19,-3.56
-2.05,-2.91,-3.74
-1.99,-2.93,-3.91
-1.97,-2.78,-3.8
-2.09,-2.62,-4.08
-2.1,-1.83,-4.34
-2.12,-1.68,-4.52
-2.22,-1.49,-4.47
-2.37,-1.03,-4.79
-2.49,-0.93,-4.72
-2.7,-0.95,-4.81
-2.68,-0.78,-4.88
-2.72,-0.93,-4.8
-2.58,-1.14,-4.76
-2.6,-1.25,-4.64
-2.6,-1.38,-4.61
-2.72,-1.42,-4.48
-2.75,-1.72,-4.24
-2.6,-1.92,-4.31
-2.62,-2.2,-4.12
-2.52,-2.47,-4.06
-2.31,-2.71,-4.0
-2.22,-2.99,-4.05
-1.97,-3.06,-3.87
-1.84,-3.31,-4.04
-1.57,-3.38,-4.07
-1.25,-3.47,-4.2
-0.86,-3.55,-4.26
-0.44,-3.59,-4.18
-0.27,-3.77,-4.13
-0.2,-3.66,-4.31
0.32,-3.87,-4.42
0.7,-3.74,-4.36
1.08,-3.66,-4.42
1.22,-3.83,-4.53
1.68,-3.57,-4.57
1.81,-3.44,-4.69
2.23,-3.36,-4.85
2.55,-3.12,-4.94
3.01,-3.01,-5.26
3.3,-2.76,-5.16
3.45,-2.48,-5.1
3.78,-2.28,-5.23
3.91,-1.92,-4.8
4.27,-1.7,-5.03
4.44,-1.61,-5.02
4.58,-1.14,-4.72
4.69,-1.16,-4.89
4.94,-0.8,-4.91
5.04,-0.77,-4.76
5.32,-0.58,-4.56
5.55,-0.37,-4.57
5.59,-0.26,-4.35
5.71,-0.15,-4.64
5.82,-0.2,-4.31
5.86,0.06,-3.93
6.28,0.19,-3.74
6.32,0.17,-3.59
6.39,0.45,-3.48
6.56,0.37,-3.26
6.79,0.45,-2.97
7.0,0.64,-2.84
7.0,0.64,-2.6
7.1,0.8,-2.11
7.25,0.88,-2.18
7.18,1.12,-2.08
7.29,1.23,-1.8
7.33,1.51,-1.55
7.25,1.76,-1.67
7.39,1.89,-1.47
7.19,2.09,-1.38
7.27,2.37,-1.34
7.1,2.43,-1.15
7.04,2.94,-1.39
7.04,2.94,-1.21
6.87,3.31,-1.45
6.87,3.42,-1.29
6.72,3.65,-1.58
6.41,3.79,-1.48
6.35,3.87,-1.64
6.05,4.13,-1.49
5.97,4.37,-1.67
5.9,4.49,-1.49
5.72,4.62,-1.65
5.61,4.64,-1.52
5.5,4.86,-1.56
5.32,5.03,-1.61
5.27,5.01,-1.78
5.19,5.07,-1.56
5.04,5.27,-1.52
4.88,5.2,-1.46
4.81,5.5,-1.59
4.87,5.4,-1.43
4.58,5.46,-1.33
4.62,5.65,-1.27
4.5,5.61,-1.19
4.48,5.59,-0.98
4.31,5.76,-0.93
4.18,5.66,-0.82
4.23,5.7,-0.76
4.16,5.89,-0.54
4.08,5.87,-0.38
3.95,5.85,-0.35
3.87,5.93,0.01
3.93,5.91,0.26
3.83,5.93,0.52
3.8,5.96,0.91
3.7,5.85,1.02
3.62,5.94,1.21
3.55,5.96,1.66
3.43,5.91,1.71
3.2,5.91,1.82
3.13,6.0,2.05
3.09,5.87,2.5
2.78,5.89,2.5
2.73,5.91,2.92
2.67,5.85,2.91
2.57,5.98,3.08
2.36,6.02,3.04
2.33,5.96,3.34
2.31,6.04,3.3
2.13,5.94,3.24
2.04,5.93,3.43
2.04,6.15,3.32
1.87,6.09,3.61
1.73,6.21,3.49
1.71,6.13,3.81
1.49,6.13,3.92
1.33,6.06,3.97
1.24,6.0,4.11
0.99,6.26,3.99
0.95,6.13,4.23
0.87,6.26,4.19
0.63,6.17,4.3
0.32,6.07,4.39
-0.0,5.98,4.35
-0.29,6.15,4.54
-0.33,6.02,4.43
-0.65,6.0,4.64
-0.96,5.87,4.64
-1.02,5.87,4.64
-1.13,5.74,4.69
-1.47,5.53,4.69
-1.82,5.53,4.83
-1.93,5.42,4.82
-2.28,5.1,4.89
-2.62,5.01,4.79
-2.81,4.88,4.67
-3.08,4.73,4.8
-3.33,4.49,4.73
-3.52,4.32,4.49
-3.75,4.0,4.49
-4.17,3.94,4.24
-4.32,3.68,4.13
-4.59,3.5,3.76
-4.91,3.16,3.6
-5.08,2.75,3.43
-5.33,2.62,3.24
-5.52,2.36,2.71
-5.62,2.17,2.19
-5.75,1.89,2.2
-1.28,1.07,-5.58
-0.96,1.1,-5.46
-0.86,1.07,-5.69
-0.71,1.16,-5.65
-0.58,1.16,-5.52
-0.6,1.01,-5.74
-0.48,0.99,-5.56
-0.5,1.01,-5.6
-0.42,0.9,-5.54
-0.62,0.77,-5.69
-0.54,0.69,-5.62
-0.44,0.71,-5.69
-0.33,0.54,-5.79
-0.25,0.6,-5.55
-0.14,0.45,-5.68
-0.21,0.49,-5.79
-0.02,0.41,-5.74
-0.12,0.32,-5.51
-0.0,0.52,-5.57
-0.12,0.49,-5.66
-0.04,0.51,-5.58
-0.25,0.47,-5.48
-0.31,0.36,-5.34
-0.39,0.39,-5.63
-0.54,0.34,-5.36
-0.67,0.39,-5.31
-0.77,0.34,-5.41
-0.88,0.15,-5.23
-0.9,0.24,-5.26
-1.0,0.21,-5.29
-0.84,0.39,-5.28
-1.17,0.26,-5.14
-1.32,0.23,-5.14
-1.36,0.15,-5.05
-1.47,0.15,-5.04
-1.53,0.11,-4.99
-1.57,0.21,-5.14
-1.7,0.13,-5.06
-1.67,0.09,-4.95
-1.63,0.13,-5.04
-1.74,0.06,-4.88
-1.72,0.0,-4.92
-1.76,-0.05,-4.82
-2.05,-0.13,-4.98
-1.97,-0.09,-4.92
-1.95,-0.32,-4.75
-1.97,-0.41,-4.9
-1.97,-0.47,-4.79
-2.07,-0.77,-4.96
-1.91,-0.77,-4.69
-1.91,-1.06,-4.77
-1.61,-1.18,-4.78
-1.78,-1.44,-4.8
-1.74,-1.61,-4.69
-1.36,-1.85,-4.92
-1.28,-2.32,-4.63
-1.02,-2.39,-4.84
-0.84,-2.63,-4.83
-0.56,-2.75,-4.8
-0.1,-2.9,-4.8
0.17,-3.05,-4.83
0.63,-3.03,-4.93
0.97,-3.19,-4.87
1.33,-3.05,-4.61
1.58,-3.01,-4.84
1.92,-3.16,-4.89
2.29,-2.91,-4.65
2.65,-3.01,-4.84
2.9,-2.9,-4.62
3.18,-2.75,-4.69
3.45,-2.65,-4.68
3.8,-2.47,-4.61
4.02,-2.39,-4.58
4.2,-1.89,-4.56
4.2,-1.87,-4.46
4.46,-1.77,-4.45
4.67,-1.53,-4.5
4.88,-1.49,-4.37
5.04,-1.27,-4.18
5.19,-0.99,-4.27
5.3,-0.86,-4.05
5.63,-0.71,-3.93
5.65,-0.69,-3.73
5.93,-0.65,-3.33
6.14,-0.43,-3.14
6.22,-0.24,-2.79
6.41,-0.07,-2.5
6.62,-0.07,-2.17
6.85,0.09,-2.09
6.79,0.21,-1.74
6.95,0.26,-1.59
6.89,0.37,-1.2
7.18,0.52,-1.07
7.31,0.6,-0.41
7.19,0.56,0.06
7.23,0.69,0.33
7.31,0.8,0.79
7.31,0.56,0.97
7.27,0.73,1.1
7.21,0.79,1.53
7.27,0.79,1.86
7.14,0.95,2.16
7.12,0.86,2.58
6.91,1.18,2.74
6.79,1.05,3.07
6.7,1.16,3.42
6.43,1.05,4.0
6.26,1.07,4.42
5.93,0.99,4.68
5.71,0.97,5.1
5.23,0.9,5.25
4.9,0.97,5.42
4.67,1.1,5.88
4.33,1.03,6.07
3.89,1.05,6.37
3.53,1.05,6.51
3.36,0.92,6.7
2.82,0.8,6.87
2.23,0.8,7.04
1.75,0.64,7.19
1.28,0.79,7.36
0.59,0.71,7.39
0.15,0.75,7.32
-0.48,0.73,7.23
-1.09,0.8,6.98
-1.7,0.69,6.87
-2.14,0.95,6.52
-2.62,1.09,6.24
-3.4,1.27,5.89
-3.82,1.27,5.47
-4.28,1.68,4.86
-4.74,1.7,4.55
-4.93,1.98,3.82
6.62,1.44,3.54
6.6,1.85,3.89
6.49,2.06,3.83
6.45,2.11,3.84
6.34,2.47,4.01
6.03,2.71,3.85
6.01,2.92,3.85
5.97,3.07,3.85
5.8,3.29,4.03
5.69,3.29,3.99
5.55,3.4,4.3
5.32,3.65,4.38
5.04,3.87,4.53
4.81,4.0,4.42
4.54,4.39,4.39
4.33,4.56,4.49
4.06,4.77,4.58
3.81,5.07,4.38
3.39,5.25,4.77
3.26,5.48,4.74
2.73,5.7,4.49
2.63,5.85,4.36
2.21,5.98,4.39
1.85,6.24,4.36
1.43,6.41,4.47
0.91,6.54,4.18
0.51,6.62,4.11
0.13,6.77,3.82
-0.27,6.97,3.68
-0.79,7.03,3.19
-1.17,7.08,3.02
-1.59,7.05,2.75
-2.01,7.07,2.31
-2.56,6.92,2.04
-2.93,6.67,1.97
-3.19,6.47,1.53
-3.63,6.28,1.41
-4.0,6.22,1.06
-4.26,5.76,0.68
-4.68,5.48,0.4
-4.95,5.16,-0.17
-5.06,4.8,-0.58
-5.2,4.39,-0.72
-5.43,3.98,-0.87
-5.68,3.42,-1.21
-5.64,2.97,-1.4
-5.68,2.65,-1.82
-5.64,2.11,-1.82
-5.58,1.53,-2.07
-5.47,1.1,-2.27
-5.52,0.58,-2.52
-5.31,0.21,-2.61
-5.03,-0.19,-2.72
-4.85,-0.63,-2.77
-4.74,-0.77,-3.08
-4.43,-1.19,-3.04
-4.24,-1.48,-3.51
-3.82,-1.7,-3.56
-3.52,-2.24,-3.91
-3.06,-2.45,-4.17
-2.66,-2.54,-4.09
-2.35,-2.8,-4.43
-1.78,-2.69,-4.46
-1.61,-2.75,-4.65
-1.13,-2.82,-4.86
-0.83,-2.69,-4.93
-0.54,-2.69,-5.12
-0.39,-2.56,-5.18
-0.12,-2.58,-5.34
0.05,-2.33,-5.42
0.34,-2.28,-5.35
0.42,-1.77,-5.45
0.87,-1.87,-5.59
0.93,-1.62,-5.39
1.05,-1.68,-5.53
1.12,-1.42,-5.38
1.24,-1.51,-5.69
1.41,-1.4,-5.62
1.2,-1.18,-5.56
1.18,-1.38,-5.7
1.05,-1.14,-5.7
0.82,-1.12,-5.61
0.72,-1.25,-5.69
0.49,-1.19,-5.62
0.28,-1.12,-5.73
0.01,-1.18,-5.41
-0.5,-1.03,-5.25
-0.54,-1.14,-5.36
-1.0,-0.93,-5.35
-1.13,-0.86,-5.17
-1.4,-0.97,-4.96
-1.55,-0.88,-4.99
-1.78,-0.95,-4.72
-2.09,-0.75,-4.76
-2.1,-0.75,-4.61
-2.1,-0.77,-4.43
-2.2,-0.77,-4.36
-2.47,-0.62,-4.19
-2.58,-0.63,-4.07
-2.6,-0.67,-4.09
-2.87,-0.62,-3.92
-2.77,-0.67,-3.85
-2.77,-0.84,-3.75
-2.85,-1.01,-3.54
-2.89,-1.03,-3.62
-2.87,-1.33,-3.56
-2.93,-1.36,-3.43
-3.02,-1.53,-3.42
-2.94,-1.91,-3.23
-2.85,-1.96,-2.97
-2.85,-2.37,-3.25
-2.89,-2.69,-3.01
-2.79,-2.9,-2.87
-2.62,-3.03,-2.71
-2.35,-3.33,-2.93
-2.35,-3.55,-2.77
-1.86,-3.68,-2.96
-1.7,-3.83,-3.11
-1.28,-3.81,-3.27
-1.09,-3.79,-3.63
-0.77,-3.85,-3.7
-0.44,-3.79,-3.98
-0.16,-3.66,-4.16
0.09,-3.61,-4.36
0.28,-3.51,-4.59
0.59,-3.29,-4.8
0.87,-3.18,-5.14
1.03,-2.8,-5.15
1.31,-2.71,-5.34
1.6,-2.73,-5.2
1.85,-2.62,-5.16
2.12,-2.58,-5.25
2.4,-2.67,-4.93
-3.06,-0.15,-3.1
-2.93,-0.11,-3.18
-2.93,-0.35,-2.81
-2.89,-0.52,-2.97
-2.79,-0.73,-2.88
-2.89,-0.75,-2.88
-2.94,-0.8,-3.08
-2.87,-1.21,-2.95
-2.96,-1.44,-3.02
-3.06,-1.68,-2.93
-2.7,-2.24,-2.93
-2.73,-2.6,-2.92
-2.45,-3.05,-2.84
-2.01,-3.34,-2.87
-1.59,-3.66,-3.13
-1.17,-4.11,-3.17
-0.71,-3.98,-3.25
-0.16,-4.22,-3.62
0.32,-4.24,-3.56
0.95,-4.24,-3.75
1.47,-4.37,-3.66
1.94,-4.17,-3.75
2.5,-4.04,-3.95
2.97,-4.09,-3.62
3.3,-4.02,-3.7
3.8,-3.83,-3.46
4.12,-3.66,-3.62
4.52,-3.72,-3.57
4.81,-3.59,-3.27
5.25,-3.46,-2.86
5.63,-3.38,-2.48
5.88,-3.01,-2.15
6.3,-3.08,-1.82
6.53,-2.76,-1.57
6.72,-2.6,-0.94
7.0,-2.43,-0.68
7.18,-1.94,-0.07
7.31,-1.72,0.38
7.44,-1.44,0.89
7.48,-1.08,1.46
7.44,-0.71,1.9
7.5,-0.32,2.3
7.37,0.02,2.76
7.19,0.43,2.84
7.18,0.86,3.12
7.02,1.33,3.32
7.04,1.57,3.24
6.77,2.04,3.27
6.66,2.51,3.22
6.55,2.79,3.16
6.3,3.22,3.23
6.11,3.59,3.31
5.97,3.93,3.29
5.74,4.36,3.09
5.51,4.65,3.28
5.32,4.75,2.9
5.11,4.99,2.82
5.04,5.05,2.72
4.85,5.25,2.51
4.96,5.5,2.47
4.94,5.65,2.41
4.69,5.66,2.13
4.62,6.0,2.01
4.41,6.07,2.04
4.2,6.34,1.92
3.72,6.6,2.16
3.55,6.88,2.14
2.96,6.97,2.46
2.46,7.18,2.4
2.06,7.4,2.64
1.52,7.27,2.89
0.72,7.4,3.15
0.09,7.25,3.31
-0.63,7.05,3.31
-1.23,6.95,3.41
-1.93,6.71,3.38
-2.73,6.39,3.11
-3.36,6.11,2.99
-3.96,5.94,2.84
-4.49,5.33,2.53
-5.03,5.01,2.13
-5.26,4.45,1.67
-5.5,4.11,1.42
-5.68,3.68,0.84
-5.85,3.31,0.42
-5.92,2.94,0.36
-5.94,2.28,-0.4
-6.06,1.78,-0.74
-5.87,1.35,-0.95
-5.81,0.9,-1.4
-5.66,0.56,-1.82
-5.41,0.26,-2.3
-5.39,-0.11,-2.36
-5.06,-0.22,-2.92
-4.66,-0.69,-3.31
-4.43,-0.95,-3.62
-3.96,-1.25,-3.94
-3.54,-1.38,-4.18
-3.14,-1.42,-4.52
-2.79,-1.74,-4.74
-2.35,-1.76,-4.7
-1.89,-1.92,-4.89
-1.53,-2.11,-5.13
-1.02,-2.26,-5.26
-0.69,-1.96,-5.37
-0.31,-1.91,-5.59
-0.16,-1.87,-5.36
0.13,-1.66,-5.5
0.4,-1.74,-5.71
0.53,-1.46,-5.65
0.84,-1.08,-5.73
1.12,-0.86,-5.74
1.12,-0.75,-5.93
1.12,-0.58,-6.0
1.22,-0.28,-5.82
1.18,-0.17,-5.81
1.14,-0.04,-5.91
1.33,0.08,-5.92
1.12,0.19,-5.85
0.87,0.23,-5.91
0.93,0.24,-5.74
0.74,0.04,-5.82
0.55,0.0,-5.87
0.49,0.04,-5.49
0.26,-0.26,-5.66
0.07,-0.34,-5.64
-0.04,-0.56,-5.56
0.01,-0.69,-5.47
-0.08,-1.06,-5.37
-0.12,-1.33,-5.16
-2.94,-4.35,-1.62
-2.66,-4.41,-1.82
-2.43,-4.63,-2.06
-2.28,-4.61,-2.24
-1.88,-4.6,-2.28
-1.76,-4.61,-2.68
-1.59,-4.54,-2.94
-1.3,-4.61,-2.93
-1.15,-4.6,-3.21
-0.96,-4.43,-3.22
-0.65,-4.3,-3.7
-0.63,-4.32,-3.62
-0.56,-4.32,-3.77
-0.31,-4.2,-3.78
-0.23,-4.13,-4.01
-0.02,-3.94,-4.05
0.09,-3.9,-4.08
0.15,-3.53,-4.35
0.09,-3.44,-4.37
0.22,-3.36,-4.41
0.15,-3.25,-4.85
0.3,-3.1,-4.62
0.17,-2.93,-4.79
0.22,-2.88,-4.7
0.42,-2.76,-4.94
0.24,-2.63,-4.88
0.21,-2.56,-4.96
0.17,-2.35,-4.9
0.03,-2.28,-5.11
0.17,-2.33,-5.04
0.17,-2.35,-5.07
0.01,-1.98,-4.97
-0.1,-1.87,-5.16
-0.06,-1.85,-5.19
-0.1,-1.72,-4.91
-0.12,-1.59,-5.0
-0.14,-1.53,-5.22
-0.29,-1.51,-5.07
-0.39,-1.29,-5.19
-0.46,-1.27,-5.04
-0.52,-1.01,-5.13
-0.63,-1.06,-5.02
-0.5,-0.91,-5.22
-0.69,-0.86,-4.99
-0.79,-0.82,-4.93
-0.92,-0.82,-4.87
-1.02,-0.75,-4.88
-1.05,-0.65,-4.67
-1.07,-0.6,-4.69
-1.05,-0.62,-4.69
-1.13,-0.52,-4.76
-1.15,-0.52,-4.65
-1.17,-0.58,-4.81
-1.26,-0.62,-4.73
-1.26,-0.52,-4.66
-1.23,-0.63,-4.63
-1.4,-0.69,-4.62
-1.63,-0.84,-4.47
-1.63,-1.1,-4.57
-1.65,-1.1,-4.55
-1.82,-1.4,-4.49
-1.95,-1.55,-4.39
-2.07,-1.94,-4.31
-2.12,-2.41,-4.02
-2.05,-2.5,-4.08
-2.05,-2.91,-3.76
-1.97,-3.06,-3.51
-1.78,-3.46,-3.57
-1.57,-3.76,-3.47
-1.57,-3.89,-3.34
-1.46,-4.0,-3.22
-1.21,-4.07,-3.15
-1.07,-4.19,-3.35
-0.92,-4.26,-3.53
-0.83,-4.47,-3.37
-0.69,-4.48,-3.41
-0.29,-4.48,-3.37
-0.02,-4.41,-3.58
0.13,-4.48,-3.59
0.19,-4.45,-3.77
0.38,-4.43,-3.72
0.42,-4.26,-4.05
0.63,-4.32,-3.84
0.78,-4.33,-4.12
0.97,-4.19,-4.37
1.16,-4.04,-4.12
1.35,-3.96,-4.48
1.47,-3.92,-4.37
1.7,-3.79,-4.51
1.83,-3.57,-4.68
2.0,-3.47,-4.72
2.0,-3.27,-4.87
2.1,-3.19,-4.97
2.17,-3.29,-4.74
2.12,-2.95,-5.0
2.5,-2.95,-5.08
2.48,-2.73,-4.93
2.54,-2.62,-5.04
2.76,-2.52,-5.13
2.8,-2.33,-5.21
3.17,-2.35,-5.0
3.24,-1.91,-5.36
3.28,-1.76,-5.15
3.45,-1.77,-5.26
3.64,-1.76,-5.25
3.62,-1.51,-5.14
3.83,-1.51,-5.06
4.02,-1.53,-5.2
4.18,-1.34,-5.09
4.22,-1.34,-5.08
4.43,-1.27,-4.93
4.6,-1.03,-4.79
4.67,-1.06,-4.78
4.79,-1.05,-4.75
4.83,-0.9,-4.54
4.94,-0.82,-4.67
5.15,-0.8,-4.6
5.15,-0.8,-4.5
5.32,-0.77,-4.3
5.55,-0.78,-4.18
5.65,-0.73,-4.18
5.67,-0.73,-4.11
5.72,-0.62,-3.99
5.93,-0.67,-3.81
6.03,-0.56,-3.67
6.26,-0.3,-3.65
6.26,-0.07,-3.7
5.95,4.58,-0.89
5.78,4.77,-1.05
5.42,4.84,-1.19
5.21,4.97,-1.41
5.02,5.05,-1.37
4.64,5.1,-1.6
4.62,5.25,-1.8
4.27,5.29,-1.87
4.06,5.4,-1.89
3.99,5.35,-2.0
3.81,5.25,-2.29
3.74,5.38,-2.25
3.59,5.36,-2.22
3.6,5.46,-2.4
3.43,5.36,-2.2
3.49,5.35,-2.31
3.45,5.29,-2.44
3.34,5.42,-2.27
3.32,5.42,-2.41
3.3,5.35,-2.48
3.28,5.29,-2.49
3.24,5.4,-2.26
3.07,5.4,-2.36
3.18,5.18,-2.47
3.24,5.31,-2.57
2.99,5.38,-2.53
2.96,5.35,-2.48
3.11,5.27,-2.34
3.07,5.22,-2.26
3.11,5.22,-2.28
2.86,5.4,-2.42
2.82,5.23,-2.24
2.8,5.46,-2.4
2.8,5.5,-2.37
2.75,5.5,-2.23
2.67,5.61,-2.16
2.69,5.74,-2.17
2.65,5.74,-2.26
2.73,5.57,-2.12
2.65,5.7,-2.23
2.67,5.63,-2.21
2.44,5.74,-2.04
2.69,5.76,-1.88
2.63,5.94,-1.98
2.38,5.93,-2.03
2.27,6.04,-1.52
2.36,6.22,-1.49
2.23,6.13,-1.59
1.98,6.26,-1.75
1.94,6.3,-1.39
1.68,6.49,-1.35
1.64,6.45,-1.36
1.43,6.65,-1.31
1.37,6.79,-1.14
1.2,6.99,-1.06
1.03,6.95,-0.76
0.74,7.14,-0.66
0.66,6.99,-0.61
0.57,7.05,-0.7
0.28,7.05,-0.54
-0.12,7.21,-0.17
-0.14,7.2,-0.1
-0.35,7.21,-0.48
-0.46,7.33,-0.04
-0.71,7.27,0.05
-1.0,7.31,0.17
-1.13,7.25,0.26
-1.26,7.21,0.17
-1.51,7.12,0.28
-1.72,7.1,0.28
-2.09,7.14,0.35
-2.33,6.9,0.47
-2.58,6.92,0.55
-2.98,6.8,0.77
-3.23,6.58,1.0
-3.52,6.54,1.1
-3.65,6.28,1.25
-3.92,6.09,1.39
-4.26,5.96,1.56
-4.43,5.57,1.49
-4.63,5.46,1.76
-4.87,5.1,2.02
-5.03,4.8,1.88
-5.22,4.47,1.92
-5.48,4.15,2.19
-5.48,3.83,2.2
-5.79,3.42,2.16
-5.9,3.14,2.39
-5.89,2.62,2.05
-5.87,2.32,2.06
-6.02,1.89,1.87
-6.08,1.5,1.71
-6.1,1.2,1.45
-6.17,0.82,1.31
-5.98,0.36,0.97
-6.08,0.02,0.83
-5.98,-0.35,0.57
-5.94,-0.84,0.24
-5.77,-1.08,-0.18
-5.56,-1.29,-0.04
-5.41,-1.57,-0.36
-5.05,-1.98,-0.65
-4.93,-2.5,-0.95
-4.68,-2.82,-1.04
-4.32,-3.18,-1.09
-4.09,-3.33,-1.22
-3.88,-3.72,-1.54
-3.59,-3.81,-1.6
-2.98,-4.02,-1.93
-2.89,-4.11,-2.38
-2.58,-4.26,-2.65
-2.28,-4.39,-2.67
