x,y,z
5.54,-1.61,-2.2
5.41,-1.61,-2.04
5.52,-1.53,-2.1
5.41,-1.44,-1.96
5.55,-1.48,-2.27
5.7,-1.61,-2.16
5.7,-1.57,-2.06
5.61,-1.68,-2.07
5.72,-1.72,-2.27
5.74,-1.65,-2.18
5.84,-1.65,-2.29
5.8,-1.59,-2.06
5.78,-1.74,-2.28
5.87,-1.68,-2.59
5.93,-1.61,-2.26
5.98,-1.7,-2.43
5.89,-1.65,-2.44
5.98,-1.76,-2.54
6.04,-1.93,-2.52
6.06,-1.96,-2.33
6.25,-2.04,-2.27
6.13,-2.02,-2.42
6.12,-2.11,-2.21
6.12,-2.08,-2.36
6.23,-2.17,-2.09
6.15,-2.08,-2.36
6.23,-2.06,-2.24
6.25,-2.06,-2.09
6.21,-2.15,-2.18
6.3,-2.19,-2.23
6.19,-2.17,-2.29
6.23,-2.28,-2.1
6.28,-2.15,-2.09
6.28,-2.13,-2.29
6.43,-2.06,-2.34
6.4,-2.11,-2.49
6.3,-2.04,-2.52
6.47,-1.96,-2.56
6.36,-2.0,-2.48
6.3,-1.91,-2.56
6.25,-1.95,-2.58
6.28,-1.96,-2.72
6.32,-1.96,-2.67
6.32,-1.95,-2.4
6.38,-2.13,-2.42
6.36,-2.09,-2.3
6.19,-1.89,-2.24
6.28,-2.06,-2.33
6.27,-2.13,-2.23
6.27,-2.11,-2.23
6.27,-2.09,-2.06
6.15,-2.02,-2.16
6.23,-2.17,-2.28
6.06,-2.23,-2.02
6.15,-2.19,-1.77
6.02,-2.13,-1.74
6.12,-2.24,-1.89
6.02,-2.15,-1.9
6.13,-2.09,-1.8
5.82,-2.28,-1.9
5.95,-2.15,-1.89
5.98,-2.21,-1.78
6.02,-2.24,-1.64
6.1,-2.34,-1.56
6.0,-2.13,-1.64
5.97,-2.21,-1.54
6.0,-2.3,-1.37
6.0,-2.26,-1.39
5.82,-2.09,-1.37
5.59,-2.02,-1.55
5.72,-1.83,-1.58
5.57,-1.85,-1.67
5.52,-1.63,-1.59
5.42,-1.57,-1.77
5.27,-1.37,-1.89
5.05,-1.33,-1.73
5.16,-1.61,-1.63
5.26,-1.5,-1.5
5.16,-1.66,-1.48
5.22,-1.74,-1.46
5.27,-1.81,-1.56
5.31,-1.72,-1.47
5.39,-1.91,-1.36
5.41,-1.87,-1.44
5.48,-1.93,-1.24
5.31,-1.93,-1.15
5.31,-2.02,-1.16
5.57,-2.04,-0.99
5.65,-2.13,-1.07
5.69,-2.13,-0.94
5.69,-2.19,-0.79
5.57,-2.21,-0.56
5.65,-2.43,-0.64
5.74,-2.49,-0.37
5.84,-2.47,-0.35
5.98,-2.52,0.05
5.97,-2.6,0.45
6.06,-2.58,0.49
6.23,-2.86,0.84
6.27,-2.84,0.88
6.28,-2.82,1.21
6.56,-2.92,1.37
6.56,-2.99,1.6
6.62,-2.88,1.78
6.73,-2.97,2.07
6.81,-2.95,2.32
6.81,-2.9,2.5
6.83,-2.86,2.41
6.88,-2.88,2.6
6.98,-3.01,2.73
7.07,-3.07,2.67
7.07,-3.24,2.88
7.09,-3.09,2.72
7.26,-3.18,2.72
7.33,-3.25,2.84
7.33,-3.29,2.83
7.52,-3.31,2.62
7.63,-3.42,2.58
7.78,-3.44,2.73
7.97,-3.4,2.58
8.04,-3.44,2.59
8.21,-3.46,2.91
8.57,-3.55,2.83
8.68,-3.67,2.94
8.88,-3.65,2.96
8.98,-3.65,3.14
9.28,-3.72,3.11
9.28,-3.78,3.02
9.69,-3.67,3.03
9.74,-3.72,2.89
9.97,-3.91,2.98
9.87,-3.8,2.9
10.12,-3.85,2.67
10.08,-3.89,2.55
10.25,-3.76,2.63
10.44,-3.76,2.51
10.55,-3.89,2.33
10.59,-3.91,2.38
10.68,-3.89,2.21
10.74,-3.95,2.26
10.85,-3.82,2.28
10.79,-3.74,2.31
10.87,-3.82,2.25
11.11,-3.67,2.1
11.02,-3.7,2.11
11.17,-3.78,2.42
11.17,-3.65,2.48
11.17,-3.65,2.4
11.3,-3.57,2.49
11.48,-3.61,2.52
11.48,-3.37,2.63
11.71,-3.33,2.62
11.78,-3.31,2.51
11.86,-3.46,2.57
12.04,-3.27,2.69
11.93,-3.24,2.61
12.32,-3.12,2.46
12.19,-3.1,2.56
12.27,-3.03,2.53
12.42,-2.86,2.43
12.38,-2.99,2.39
12.57,-2.92,2.54
12.7,-2.69,2.41
12.61,-2.66,2.65
12.59,-2.56,2.57
12.66,-2.52,2.62
12.72,-2.34,2.66
12.85,-2.32,2.74
12.85,-2.28,2.9
12.89,-2.17,2.89
12.96,-2.06,3.01
13.04,-1.98,3.31
12.94,-1.98,3.45
12.98,-1.83,3.53
13.0,-1.68,3.82
12.92,-1.74,3.89
12.76,-1.59,4.13
12.68,-1.57,4.14
12.64,-1.37,4.57
12.59,-1.31,5.02
12.44,-1.37,5.22
12.16,-1.14,5.5
11.88,-1.12,5.79
11.69,-1.1,5.85
11.46,-1.01,6.23
10.94,-0.88,6.19
10.7,-0.82,6.42
10.51,-0.82,6.58
9.95,-0.56,6.77
9.71,-0.32,6.91
9.24,-0.07,7.23
8.88,0.26,6.96
8.43,0.54,7.11
8.15,0.79,6.83
7.69,1.16,6.99
7.28,1.5,6.98
6.79,1.8,6.84
6.4,2.15,6.59
6.23,2.45,6.36
5.84,2.9,6.14
5.52,3.25,5.92
5.27,3.82,5.7
5.09,4.0,5.26
4.83,4.36,5.03
4.79,4.79,4.76
4.75,5.05,4.45
4.49,5.46,4.0
4.38,5.78,3.53
4.3,5.98,3.22
4.26,6.3,2.57
4.13,6.3,2.07
4.17,6.49,1.62
4.23,6.6,1.11
4.25,6.85,1.03
4.21,6.85,0.5
4.32,6.86,0.06
4.4,6.99,-0.36
4.41,7.03,-0.82
4.47,6.88,-1.04
4.41,7.01,-1.28
4.73,6.98,-1.95
4.62,6.77,-1.98
4.83,6.88,-2.57
4.88,6.62,-2.31
4.94,6.75,-2.72
5.2,6.77,-2.86
5.16,6.7,-3.09
5.31,6.75,-3.4
5.67,6.51,-3.56
5.7,6.55,-3.65
5.89,6.66,-3.67
6.15,6.64,-3.75
6.25,6.68,-4.04
6.25,6.47,-4.14
6.41,6.49,-4.44
6.53,6.27,-4.33
8.68,0.41,7.07
8.55,0.17,7.0
8.53,0.09,7.09
8.6,-0.17,6.83
8.62,-0.32,6.72
8.68,-0.43,6.73
8.58,-0.6,6.73
8.57,-0.79,6.49
8.64,-0.88,6.51
8.6,-0.88,6.24
8.57,-1.14,6.34
8.58,-1.08,6.44
8.66,-1.18,6.35
8.58,-1.23,6.28
8.57,-1.44,6.08
8.57,-1.65,6.11
8.57,-1.61,5.89
8.49,-1.83,5.98
8.55,-1.85,5.6
8.49,-1.96,5.84
8.36,-2.11,5.66
8.42,-2.17,5.53
8.43,-2.19,5.64
8.42,-2.32,5.45
8.53,-2.54,5.32
8.4,-2.41,4.99
8.34,-2.56,4.8
8.36,-2.54,4.91
8.32,-2.88,4.41
8.1,-2.84,4.49
8.23,-2.95,4.28
8.14,-2.9,4.35
8.27,-3.05,3.94
8.12,-3.18,3.62
7.99,-3.16,3.4
8.02,-3.37,3.24
7.8,-3.31,2.83
7.78,-3.57,2.55
7.67,-3.37,2.37
7.57,-3.65,2.0
7.52,-3.55,1.59
7.44,-3.57,1.24
7.28,-3.76,0.85
7.26,-3.59,0.87
7.09,-3.59,0.47
7.05,-3.31,-0.31
6.85,-3.22,-0.26
6.58,-3.12,-0.64
6.62,-3.03,-0.82
6.49,-2.95,-1.22
6.47,-2.88,-1.11
6.53,-2.9,-1.33
6.45,-2.82,-1.31
6.4,-2.66,-1.3
6.21,-2.58,-1.31
6.25,-2.6,-1.45
6.23,-2.54,-1.63
5.97,-2.3,-1.69
6.08,-2.32,-1.92
6.0,-2.11,-1.91
5.87,-2.02,-2.12
5.84,-1.96,-2.4
5.93,-1.95,-2.48
6.0,-1.8,-2.7
5.87,-1.65,-3.04
5.91,-1.53,-3.16
5.95,-1.55,-3.19
5.97,-1.25,-3.47
6.15,-1.23,-3.8
5.95,-0.92,-3.96
6.15,-0.82,-4.19
6.0,-0.65,-4.12
6.21,-0.52,-4.28
6.32,-0.19,-4.57
6.4,0.02,-4.65
6.27,0.26,-4.77
6.49,0.36,-4.99
6.4,0.52,-4.97
6.38,0.82,-5.06
6.41,0.88,-5.19
6.28,1.08,-5.19
6.15,1.55,-5.31
6.21,1.81,-5.27
6.21,2.08,-5.32
6.28,2.38,-5.31
6.21,2.71,-5.39
6.17,2.9,-5.47
6.32,3.12,-5.51
6.45,3.52,-5.55
6.49,3.63,-5.39
6.6,3.78,-5.55
6.58,3.91,-5.42
6.53,4.32,-5.52
6.56,4.43,-5.56
6.68,4.79,-5.17
6.75,4.94,-5.29
6.9,5.27,-5.31
6.88,5.29,-5.09
6.98,5.59,-5.17
6.99,5.76,-5.27
6.99,6.04,-5.03
7.2,6.19,-5.1
7.05,6.34,-4.88
7.11,6.47,-4.7
7.22,6.68,-4.59
7.31,6.86,-4.57
7.18,6.98,-4.54
7.16,7.2,-4.07
7.29,7.37,-4.1
7.29,7.54,-4.03
7.31,7.67,-4.02
7.29,7.84,-3.55
7.35,7.86,-3.71
7.44,7.87,-3.58
7.41,8.06,-3.39
7.37,8.32,-3.17
7.37,8.23,-3.15
7.29,8.29,-2.84
7.42,8.58,-2.84
7.33,8.57,-2.44
7.42,8.55,-2.54
7.46,8.62,-2.16
7.39,8.83,-2.32
7.48,9.0,-2.11
7.5,8.81,-1.8
7.57,9.03,-1.65
7.56,9.0,-1.47
7.46,9.15,-1.56
7.56,9.15,-1.17
7.59,9.16,-1.34
7.65,9.39,-0.97
7.65,9.31,-0.9
7.74,9.18,-0.87
7.59,9.33,-0.82
7.59,9.15,-0.74
7.59,9.39,-0.61
7.71,9.39,-0.42
7.67,9.31,-0.05
7.71,9.37,-0.26
7.59,9.41,0.12
7.63,9.5,0.23
6.3,5.12,-5.25
6.02,5.33,-4.91
6.1,5.44,-4.88
6.02,5.48,-4.51
5.87,5.67,-4.56
5.82,5.7,-4.54
5.91,5.84,-4.42
5.82,5.93,-4.35
5.54,5.89,-4.17
5.44,6.12,-4.07
5.37,5.98,-4.01
5.16,5.93,-3.88
5.14,6.02,-3.68
5.14,5.98,-3.68
4.99,5.98,-3.33
4.71,5.76,-3.57
4.75,5.65,-3.53
4.43,5.57,-3.26
4.38,5.52,-3.03
4.43,5.39,-3.18
4.17,5.26,-3.28
4.23,5.14,-3.06
4.08,5.09,-2.93
3.95,5.09,-2.91
3.91,5.01,-2.7
3.87,4.96,-2.69
3.93,4.96,-2.55
3.87,4.97,-2.17
3.82,4.97,-2.15
3.76,5.01,-2.02
3.52,4.75,-2.0
3.55,4.97,-1.71
3.5,5.07,-1.61
3.4,5.09,-1.58
3.37,5.11,-1.12
3.48,5.26,-0.94
3.46,5.33,-0.66
3.44,5.33,-0.65
3.42,5.31,-0.04
3.44,5.39,0.21
3.4,5.52,0.39
3.44,5.57,0.69
3.44,5.65,1.05
3.37,5.61,1.23
3.46,5.72,1.77
3.63,5.82,2.07
3.76,5.69,2.52
3.8,5.72,2.74
3.76,5.76,2.96
4.17,5.74,3.1
4.17,5.63,3.37
4.17,5.52,3.72
4.32,5.48,4.14
4.45,5.42,4.25
4.6,5.54,4.75
4.66,5.26,4.74
4.77,5.05,5.04
4.99,5.01,5.32
5.03,4.9,5.28
5.2,4.88,5.33
5.2,4.73,5.63
5.44,4.36,5.59
5.42,4.32,5.83
5.55,4.15,6.13
5.78,4.15,6.02
5.93,3.98,6.19
5.91,3.89,6.23
6.04,3.7,6.41
6.08,3.67,6.52
6.28,3.57,6.45
6.3,3.4,6.76
6.38,3.37,6.7
6.55,3.37,6.58
6.64,3.24,6.76
6.79,3.03,6.79
6.86,3.09,6.9
6.9,2.95,6.9
6.96,2.84,6.76
7.16,2.81,6.86
7.07,2.58,6.99
7.28,2.56,6.89
7.39,2.49,6.89
7.48,2.15,6.92
7.42,2.04,7.16
7.48,2.02,7.19
7.57,1.96,7.12
7.69,1.72,7.15
7.65,1.66,7.23
7.61,1.74,7.19
7.86,1.44,7.14
7.76,1.35,7.2
7.99,1.12,7.1
7.91,1.03,7.09
7.93,0.9,7.14
8.06,0.88,7.21
8.17,0.73,7.03
8.08,0.5,7.07
8.3,0.54,6.93
8.3,0.47,6.99
8.36,0.36,7.1
8.29,0.3,7.11
8.32,0.21,7.07
8.17,0.17,7.14
8.17,0.11,6.85
8.38,-0.22,6.98
8.25,-0.32,6.8
8.15,-0.3,6.63
8.14,-0.69,6.56
8.06,-0.54,6.28
8.25,-0.73,6.28
8.06,-0.86,6.19
8.06,-0.95,6.1
7.87,-1.05,5.8
7.99,-1.1,5.84
7.89,-1.16,5.68
8.06,-1.18,5.53
7.93,-1.23,5.25
7.99,-1.27,5.23
8.0,-1.4,5.0
7.99,-1.51,4.95
8.02,-1.61,4.9
8.02,-1.59,4.69
7.91,-1.68,4.68
8.02,-1.63,4.35
7.93,-1.66,4.25
8.06,-1.72,4.06
8.06,-1.91,4.02
7.99,-1.95,4.09
8.02,-1.96,4.08
8.02,-2.09,3.82
7.93,-2.23,3.63
7.95,-2.26,3.46
7.93,-2.43,3.5
7.91,-2.51,3.68
7.91,-2.47,3.59
8.0,-2.56,3.32
8.06,-2.47,3.22
8.06,-2.77,3.19
8.12,-2.75,3.01
8.02,-2.92,3.09
8.06,-3.01,2.96
14.96,-0.11,-3.28
14.98,0.02,-3.03
14.92,0.11,-3.14
14.85,-0.09,-3.32
14.79,0.21,-3.42
14.68,0.15,-3.48
14.7,0.07,-3.53
14.64,0.26,-3.54
14.77,0.28,-3.62
14.81,0.26,-3.79
14.61,0.26,-3.69
14.76,0.19,-3.9
14.64,0.37,-3.58
14.7,0.52,-3.55
14.66,0.5,-3.73
14.63,0.6,-3.66
14.61,0.49,-3.51
14.63,0.52,-3.6
14.76,0.5,-3.72
14.64,0.73,-3.59
14.63,0.67,-3.68
14.77,0.69,-3.48
14.85,0.79,-3.66
14.96,0.79,-3.43
14.66,0.64,-3.47
14.85,0.54,-3.6
14.66,0.47,-3.56
14.68,0.41,-3.31
14.57,0.26,-3.39
14.63,0.19,-3.42
14.51,0.19,-3.47
14.63,0.11,-3.53
14.46,-0.21,-3.61
14.33,0.15,-3.63
14.4,-0.17,-3.43
14.44,-0.32,-3.68
14.25,-0.36,-3.48
14.33,-0.39,-3.63
14.31,-0.49,-3.68
14.14,-0.58,-3.53
14.23,-0.69,-3.65
13.91,-0.77,-3.6
14.08,-0.9,-3.41
13.84,-1.05,-3.44
13.77,-1.12,-3.19
13.88,-1.37,-3.26
13.69,-1.4,-3.13
13.63,-1.72,-3.38
13.56,-1.72,-3.24
13.37,-1.95,-2.91
13.47,-2.02,-2.6
13.28,-2.19,-2.54
13.26,-2.41,-2.31
13.22,-2.54,-1.96
13.13,-2.67,-1.78
12.92,-2.95,-1.22
13.07,-3.01,-1.2
12.94,-3.07,-0.74
12.87,-3.12,-0.18
12.85,-3.29,0.34
12.61,-3.37,0.42
12.55,-3.44,0.76
12.32,-3.48,1.24
12.32,-3.4,1.29
12.18,-3.53,1.82
12.08,-3.57,1.92
12.14,-3.5,2.19
11.86,-3.35,2.52
11.97,-3.4,2.75
11.75,-3.24,2.81
11.75,-3.35,2.86
11.63,-3.31,3.01
11.56,-3.29,3.22
11.46,-3.4,3.54
11.26,-3.25,3.32
11.33,-3.2,3.3
11.24,-3.37,3.39
11.22,-3.24,3.39
11.33,-3.25,3.24
11.13,-3.33,3.2
11.22,-3.24,3.31
10.92,-3.29,3.25
11.03,-3.37,3.34
10.96,-3.4,2.92
10.94,-3.37,2.71
10.85,-3.44,2.86
10.9,-3.5,2.85
10.96,-3.44,2.72
10.94,-3.53,2.49
10.85,-3.46,2.38
10.92,-3.65,2.35
10.9,-3.76,2.11
10.98,-3.5,2.03
11.15,-3.74,1.85
10.96,-3.7,1.66
11.05,-3.67,1.52
11.15,-3.65,1.42
11.17,-3.72,1.23
11.13,-3.63,1.17
11.35,-3.61,0.98
11.24,-3.67,0.76
11.32,-3.63,0.68
11.41,-3.52,0.95
11.46,-3.8,0.96
11.52,-3.63,1.21
11.61,-3.65,1.32
11.65,-3.59,1.51
11.67,-3.61,1.43
11.69,-3.65,1.39
11.73,-3.68,1.59
11.71,-3.59,1.54
11.65,-3.63,1.3
12.04,-3.55,1.11
12.06,-3.63,0.86
12.23,-3.52,0.86
12.34,-3.53,0.55
12.44,-3.63,0.42
12.4,-3.44,0.65
12.42,-3.5,0.5
12.7,-3.39,0.21
12.74,-3.31,-0.14
12.53,-3.39,-0.36
12.66,-3.31,-0.48
12.47,-3.33,-0.45
12.4,-3.37,-0.65
3.18,3.46,-1.11
3.37,3.05,-1.22
3.24,2.75,-1.51
3.44,2.54,-1.77
3.55,2.02,-1.74
3.65,1.78,-2.09
3.63,1.48,-2.09
3.87,1.07,-2.27
4.08,0.64,-2.18
4.4,0.37,-2.34
4.54,0.04,-2.36
4.84,-0.49,-2.66
5.29,-0.86,-2.8
5.33,-0.92,-2.98
5.65,-1.1,-3.13
6.06,-1.2,-3.37
6.27,-1.57,-3.63
6.79,-1.4,-3.88
7.03,-1.68,-3.84
7.35,-1.74,-4.26
7.71,-1.7,-4.2
8.02,-1.74,-4.45
8.32,-1.51,-4.52
8.57,-1.55,-4.76
8.75,-1.42,-4.93
9.16,-1.23,-5.11
9.3,-1.16,-5.18
9.84,-1.05,-5.39
9.97,-0.75,-5.6
10.17,-0.58,-5.55
10.45,-0.26,-5.51
10.59,-0.24,-5.64
10.74,0.34,-5.84
10.85,0.41,-5.92
10.96,0.75,-6.06
11.22,0.86,-6.05
11.24,1.12,-6.09
11.13,1.48,-6.2
11.33,1.81,-6.29
11.35,2.08,-6.37
11.24,2.34,-6.29
11.13,2.81,-6.38
11.24,2.99,-6.28
11.17,3.46,-6.42
10.96,3.8,-6.32
10.75,4.28,-6.05
10.77,4.64,-6.15
10.59,5.01,-5.98
10.27,5.33,-5.89
10.23,5.69,-5.84
10.16,5.91,-5.55
9.78,6.15,-5.55
9.67,6.3,-5.23
9.31,6.62,-5.25
8.96,6.86,-5.27
8.75,6.86,-4.71
8.45,6.96,-4.7
8.32,7.05,-4.51
7.87,7.14,-4.41
7.61,7.14,-4.21
7.24,7.09,-4.06
6.88,7.09,-3.85
6.56,6.86,-3.75
6.13,6.77,-3.71
5.98,6.51,-3.61
5.67,6.32,-3.53
5.63,6.06,-3.29
5.39,5.91,-3.12
5.26,5.7,-2.89
5.2,5.48,-3.32
5.01,5.26,-3.14
5.01,4.84,-2.92
4.75,4.75,-2.85
4.64,4.56,-2.84
4.6,4.34,-2.92
4.81,4.17,-3.0
4.71,4.04,-2.75
4.69,3.87,-2.67
4.69,3.72,-2.89
4.88,3.61,-2.81
4.86,3.31,-2.9
5.03,3.14,-3.03
5.01,2.92,-2.85
5.31,2.88,-2.68
5.52,2.52,-2.92
5.65,2.49,-2.96
5.74,2.19,-3.01
5.89,2.28,-3.41
6.02,2.13,-3.29
6.25,2.08,-3.36
6.3,2.06,-3.39
6.47,1.95,-3.53
6.55,2.0,-3.57
6.3,2.06,-3.68
6.23,2.0,-3.25
6.4,1.95,-3.53
6.25,1.83,-3.45
6.28,1.51,-3.32
6.02,1.2,-3.4
6.12,0.99,-3.28
6.0,0.6,-3.35
6.1,0.24,-3.24
6.0,0.07,-3.18
5.97,-0.26,-3.06
6.1,-0.62,-3.22
6.4,-0.86,-3.2
6.43,-1.05,-3.36
6.68,-1.25,-3.18
6.79,-1.35,-3.47
6.99,-1.61,-3.31
7.18,-1.65,-3.41
7.26,-1.89,-3.62
7.48,-1.89,-3.63
7.69,-1.98,-3.56
7.74,-2.0,-3.87
7.91,-2.04,-3.96
8.1,-1.89,-3.87
8.08,-2.02,-4.04
8.27,-1.98,-4.13
8.4,-1.93,-4.11
8.49,-1.8,-4.19
8.57,-1.8,-4.32
8.72,-1.98,-4.48
8.73,-1.74,-4.47
8.75,-1.8,-4.68
8.73,-1.76,-4.58
8.81,-1.65,-4.72
8.94,-1.59,-4.67
9.09,-1.5,-4.89
9.13,-1.33,-4.95
12.21,-1.2,-4.98
12.51,-1.01,-4.86
12.79,-0.9,-4.89
12.87,-0.69,-4.83
12.9,-0.47,-4.89
13.04,-0.28,-5.12
13.33,-0.09,-5.04
13.47,0.04,-5.03
13.54,0.19,-5.2
13.69,0.43,-4.82
13.86,0.49,-5.02
14.05,0.67,-4.75
14.1,0.67,-4.75
14.2,0.64,-4.5
14.16,0.9,-4.3
14.31,0.99,-4.31
14.38,0.95,-4.22
14.48,1.07,-4.13
14.64,1.25,-3.96
14.79,1.22,-3.83
15.0,1.51,-4.11
15.07,1.5,-3.96
15.3,1.53,-3.62
15.21,1.66,-3.68
15.37,1.87,-3.58
15.41,2.06,-3.3
15.6,2.21,-3.37
15.82,2.47,-2.92
15.73,2.47,-2.75
16.03,2.66,-2.61
16.05,2.86,-2.43
16.03,3.05,-2.2
16.12,3.12,-2.16
16.18,3.35,-1.89
15.97,3.46,-1.85
16.22,3.76,-1.76
16.14,3.95,-1.67
16.14,4.08,-1.44
15.9,4.25,-1.5
16.05,4.68,-1.42
15.8,4.86,-1.49
15.97,5.11,-1.21
15.77,5.44,-1.15
15.67,5.48,-1.22
15.52,5.72,-1.12
15.39,6.0,-1.11
15.35,6.12,-0.9
15.19,6.4,-0.87
15.07,6.51,-0.41
14.96,6.96,-0.36
14.89,7.03,-0.55
14.79,7.31,0.13
14.51,7.33,0.17
14.33,7.37,0.53
14.05,7.89,0.63
14.08,7.87,1.03
13.75,8.06,1.07
13.5,8.36,0.94
13.48,8.3,1.22
13.24,8.45,1.33
13.19,8.32,1.13
12.94,8.51,1.31
12.81,8.53,1.25
12.7,8.79,1.36
12.57,8.68,1.1
12.36,8.83,1.25
12.12,8.73,1.14
11.91,8.81,1.17
11.88,8.83,1.25
11.78,8.79,1.08
11.63,8.72,1.14
11.5,8.79,1.08
11.41,8.9,1.23
11.09,8.83,1.11
11.22,8.81,1.3
11.09,8.83,1.23
10.94,8.73,1.34
10.75,8.88,1.26
10.66,8.88,1.44
10.62,8.86,1.49
10.64,8.92,1.68
10.51,8.9,1.76
10.45,8.96,1.84
10.27,8.96,1.95
10.16,9.03,2.16
9.99,9.03,2.27
9.89,8.94,2.39
9.82,9.0,2.5
9.63,9.01,2.71
9.41,8.9,2.98
9.22,8.94,3.12
9.03,8.94,3.24
8.86,8.75,3.31
8.7,8.72,3.36
8.53,8.66,3.66
8.14,8.45,3.54
8.04,8.45,3.88
7.63,8.38,3.98
7.35,8.25,3.95
7.05,8.14,4.04
6.88,7.86,4.22
6.58,7.71,4.24
6.1,7.67,4.28
5.98,7.46,4.3
5.63,7.09,4.34
5.35,6.85,4.2
5.05,6.45,4.14
4.77,6.19,4.26
4.58,5.95,3.94
4.26,5.63,3.89
4.11,5.22,3.53
3.89,4.94,3.59
3.78,4.62,3.27
3.55,4.38,3.13
3.39,4.1,2.92
3.4,3.82,2.71
3.29,3.55,2.68
3.12,3.03,2.51
3.14,2.88,2.34
3.25,2.6,2.06
3.09,2.34,1.93
3.24,1.98,1.9
3.2,1.61,1.99
3.24,1.37,1.64
3.27,1.18,1.64
3.5,0.84,1.6
3.48,0.49,1.47
3.53,0.39,1.37
3.76,-0.26,1.07
3.96,-0.45,0.93
4.17,-0.69,0.61
4.17,-0.9,0.75
7.69,-3.61,0.13
7.97,-3.7,0.11
8.21,-3.78,0.03
